1;8451301;2
2;8461232;2
3;8542204;1
4;8259726;1
5;8443307;1
6;8450395;2
7;6262464;2
8;6301198;4
9;6100620;50
10;6100625;50
11;6100630;120
12;6100640;240
13;6100645;2
14;6100816;2
15;6100820;4
16;6100825;20
17;6100830;40
18;8459511;1
19;8460378;1
20;8460498;2
21;8460627;2
22;8460736;2
23;8460820;4
24;8460844;10
25;8662661;1
26;8663736;2
27;8143269;2
28;8242696;2
29;8359345;1
30;8360306;4
31;8360821;2
32;8253047;1
33;8253048;1
34;8662611;1
35;8663449;2
